job_id,job_title,job_domain,company_name,required_skills,min_experience,min_education
J-2655,IT Security & GRC (Lead/Manager),Software Development,PT Dwi Cermat Indonesia,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",3 - 5 Tahun,Bootcamp/Sertifikasi
J-2656,DevOps / Cloud Engineer,DevOps & Cloud,PT Simplify Consulting Indonesia,"['AWS', 'Azure', 'Docker', 'Kubernetes', 'CI/CD']",1 - 3 Tahun,S1/D4
J-2657,Lowongan Kerja Senior .Net Engineer,Software Development,PT Berlian Sistem Informasi,"['SQL', 'Java', 'JavaScript', 'AWS', 'Azure', 'Docker', 'QA']",> 5 Tahun,S1/D4
J-2658,Application Developer (.Net & Angular Js),Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['Python', 'SQL', 'JavaScript', 'TypeScript', 'React', 'Vue', 'Angular', '.NET', 'Azure', 'Docker', 'Git', 'GitHub', 'CI/CD', 'DDL', 'API', 'Agile']",1 - 3 Tahun,S1/D4
J-2659,[165] Senior PHP Developer,Web Development,Granitor/CheckProof,"['SQL', 'TypeScript', 'PHP', 'Angular', 'Laravel', 'Docker', 'Git', 'CI/CD', 'MySQL', 'PostgreSQL', 'MongoDB', 'Redis', 'Agile']",> 5 Tahun,S1/D4
J-2660,Full Stack Developer - (Public Sector),Web Development,PT Xtremax Teknologi Indonesia,"['JavaScript', 'TypeScript', 'React', 'Next.js', 'Node.js', 'AWS', 'Azure', 'GCP', 'Docker', 'Git', 'CI/CD', 'MySQL', 'PostgreSQL', 'Generative AI', 'LLM', 'Prompt Engineering', 'Agile']",3 - 5 Tahun,S1/D4
J-2661,Senior Frontend Engineer,Web Development,PT. ECCO Tannery Indonesia,"['JavaScript', 'TypeScript', 'React', 'Next.js', 'Git', 'CI/CD', 'API', 'GraphQL']",3 - 5 Tahun,S1/D4
J-2662,Software Engineer In Test Automation Testing (junior- senior level),Software Development,PT Dwi Cermat Indonesia,"['Python', 'Java', 'JavaScript', 'GitHub', 'CI/CD', 'Jenkins', 'API', 'Agile', 'Software Testing']",1 - 3 Tahun,S1/D4
J-2663,Senior Data Scientist (Analytics) - Grab Financial Services,Data Science & AI,Data Analytics,"['UI/UX', 'API']",> 5 Tahun,S1/D4
J-2664,Full Stack Engineer,Web Development,WireHire,"['Python', 'JavaScript', 'CSS', 'React', 'Node.js', 'FastAPI', 'AWS', 'Azure', 'GCP', 'Docker', 'GitHub', 'PostgreSQL', 'Redis', 'API', 'Machine Learning', 'Agile']",> 5 Tahun,S1/D4
J-2665,Golang Mobile Developer,Mobile Development,PT Mitracomm Ekasarana,"['Java', 'Go', 'Docker', 'Kubernetes', 'API', 'Agile', 'Scrum']",1 - 3 Tahun,S1/D4
J-2666,Java Springboot Developer,Web Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['SQL', 'Java', 'JavaScript', 'TypeScript', 'Angular', 'Spring', 'Linux', 'Git']",1 - 3 Tahun,S2/S3
J-2667,"Frontend Engineer (Full-time, Remote)",Web Development,Kataai,"['JavaScript', 'TypeScript', 'CSS', 'React', 'Vue', 'Next.js', 'Tailwind', 'Figma', 'UI/UX', 'Git', 'API', 'REST API', 'GraphQL', 'NLP', 'Agile', 'Scrum']",1 - 3 Tahun,S1/D4
J-2668,Backend Developer Java,Web Development,PT Mandiri International Technology,"['SQL', 'Java', 'Spring', 'Git', 'CI/CD', 'Oracle', 'API', 'REST API', 'Troubleshooting', 'QA']",1 - 3 Tahun,S1/D4
J-2669,Java Springboot Developer,Web Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['SQL', 'Java', 'JavaScript', 'TypeScript', 'Angular', 'Spring', 'Linux', 'Git']",1 - 3 Tahun,S2/S3
J-2670,Software Engineer/Java Developer,Software Development,PT. Wide Technologies Indonesia,"['Java', 'Spring']",Belum ada pengalaman,S1/D4
J-2671,Consultant Services for Development of Guideline on Business Energy Transition,Software Development,IBCSD Editor,['R'],3 - 5 Tahun,SMA/SMK
J-2672,Agentic AI Consultants (Based in Indonesia),Software Development,ABeam Consulting Indonesia,"['Python', 'MongoDB', 'Generative AI', 'LLM', 'Prompt Engineering', 'Agile']",< 1 Tahun,Bootcamp/Sertifikasi
J-2673,Product Manager - Lending,Product Management,Super Bank Indonesia,['Agile'],3 - 5 Tahun,S2/S3
J-2674,Senior Front-End Developer (WordPress + React / Next.js),Web Development,Maju Operations and Development,"['JavaScript', 'HTML', 'CSS', 'React', 'Next.js', 'Tailwind', 'Figma', 'Git']",3 - 5 Tahun,S1/D4
J-2675,iOS Developer,Mobile Development,PT Akhdani Reka Solusi,"['Java', 'JavaScript', 'TypeScript', 'HTML', 'CSS', 'PHP', 'Go', 'Swift']",1 - 3 Tahun,S1/D4
J-2676,Java Developer (Life Insurance Industry),Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['SQL', 'Java', 'JavaScript', 'TypeScript', 'Angular', 'Spring', 'Linux', 'Git']",1 - 3 Tahun,S2/S3
J-2677,Mobile Developer Android dan IOS,Mobile Development,PT Adi Data Informatika,"['Java', 'Kotlin', 'Swift', 'UI/UX', 'API', 'GraphQL', 'JSON']",1 - 3 Tahun,S1/D4
J-2678,Senior AWS Dev Ops Engineer,Software Development,PT IBM Indonesia,"['Python', 'AWS', 'CI/CD', 'Networking', 'API', 'Troubleshooting']",> 5 Tahun,Bootcamp/Sertifikasi
J-2679,Senior Software Development Engineer in Test,Software Development,PT AJAIB TTX Solusi (jakarta),"['Python', 'Java', 'JavaScript', 'TypeScript', 'GitHub', 'GitLab', 'CI/CD', 'Jenkins', 'API', 'QA']",1 - 3 Tahun,S1/D4
J-2680,Senior Software Developer (Java Golang),Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['SQL', 'Java', 'JavaScript', 'Go']",3 - 5 Tahun,S1/D4
J-2681,iOS Developer,Mobile Development,PT Appfuxion Consulting,"['Software Development', 'SQL', 'Git', 'API', 'Mobile Development', 'Flutter', 'React Native']",> 5 Tahun,S1/D4
J-2682,Senior Software Engineer,Software Development,Dkatalis Labs,"['Java', 'JavaScript', 'TypeScript', 'Kotlin', 'Flutter', 'Node.js', 'Agile']",> 5 Tahun,S1/D4
J-2683,Senior QA Engineer (Enterprise Efficiency) - Sea Labs,ERP & Enterprise,PT Sea Group,"['Python', 'Java', 'JavaScript', 'TypeScript', 'Go', 'GitHub', 'GitLab', 'CI/CD', 'Jenkins', 'API', 'LLM', 'QA']",1 - 3 Tahun,S1/D4
J-2684,IT SUPPORT STAFF,IT Support & Infrastructure,PT Forisa Nusapersada,"['Networking', 'Troubleshooting']",< 1 Tahun,S1/D4
J-2685,IT Staff,Software Development,PT Hongfa Electronic Indonesia,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-2686,Data Analyst for Production Staff (CODE : PROD DA),Data Analytics,PT Panasonic Gobel Energy Indonesia (PECGI),"['SQL', 'Java', 'Data Analysis', 'Excel']",1 - 3 Tahun,S1/D4
J-2687,Admin Operasional & Sistem,Software Development,PT. Sinergi Innovate Pratama,['Excel'],1 - 3 Tahun,S1/D4
J-2688,Data Analyst Staff - Digital Teknova Indonesia (DTI),Data Analytics,PT Kapal Api Global,['Excel'],< 1 Tahun,S1/D4
J-2689,WE ARE HIRING – TECHNICAL SUPPORT IT,IT Support & Infrastructure,PT. Duta Teknologi Nusantara,"['Linux', 'Networking', 'Cyber Security', 'Troubleshooting']",Belum ada pengalaman,S1/D4
J-2690,Business Analyst Trainee Program,Data Analytics,PT Adira Dinamika Multi Finance Tbk,"['Python', 'SQL', 'Power BI', 'Excel']",Belum ada pengalaman,S1/D4
J-2691,IT SPECIALIST - OFFICER,Software Development,PT INDOQAT WORLD WIDE,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-2692,Lowongan Kerja Senior Software Engineer / Solutions Architect Python & GenAI,Software Development,Provectus,"['Python', 'SQL', 'Go', 'React', 'Vue', 'Prototyping', 'Node.js', 'Django', 'Flask', 'FastAPI', 'AWS', 'GCP', 'Docker', 'Kubernetes', 'GitHub', 'GitLab', 'CI/CD', 'Generative AI', 'LLM']",> 5 Tahun,S2/S3
J-2693,"Trading System Operations Officer, PSPP Project [Outsource]",Software Development,PT Bursa Efek Indonesia,"['PostgreSQL', 'API', 'REST API', 'JSON', 'Excel']",Belum ada pengalaman,S1/D4
J-2694,Java Developer Support,Software Development,PT. Wide Technologies Indonesia,"['Python', 'SQL', 'Java', 'JavaScript', 'Ruby']",> 5 Tahun,S1/D4
J-2695,E2E SME Leader,Software Development,PT NexWave,['Troubleshooting'],> 5 Tahun,S1/D4
J-2696,VIP Care Leader,Software Development,PT NexWave,['Troubleshooting'],> 5 Tahun,S1/D4
J-2697,Instalasi Mesin Kasir,Software Development,Staffinc,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-2698,Pembuat Short Movie AI,Software Development,PT Iceman Network Technology,"['Data Analysis', 'Python', 'SQL']",1 - 3 Tahun,S1/D4
J-2699,Front Office Business Analyst,Data Analytics,Macquarie Group,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S1/D4
J-2700,Instalasi Mesin Kasir (Point of Sale),Software Development,Staffinc,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-2701,Support Engineer,Software Development,Talentlytica,"['SQL', 'AWS', 'GCP']",> 5 Tahun,S1/D4
J-2702,.Net Developer,Software Development,PT Kode Evolusi Bangsa,"['SQL', 'JavaScript', 'Kubernetes', 'Git', 'Redis', 'DDL', 'API', 'Penetration Testing']",1 - 3 Tahun,S1/D4
J-2703,Oracle Technical Consultant,Software Development,PT. Berca Hardayaperkasa,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",3 - 5 Tahun,S1/D4
J-2704,Information Security Manager,Cyber Security,PT Vanz Inovatif Teknologi,"['Cyber Security', 'Penetration Testing']",3 - 5 Tahun,S2/S3
J-2705,Sr Solution Architecture - Banking Industry,Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",> 5 Tahun,S2/S3
J-2706,IT Sales Executive,Software Development,PT Haryaka Data Indonesia,"['AWS', 'Azure', 'GCP', 'Networking', 'Cisco', 'Agile']",1 - 3 Tahun,Bootcamp/Sertifikasi
J-2707,"HTS Software Developer (C/C++, MFC 6.0)",Software Development,PT NH Korindo Sekuritas Indonesia,"['Git', 'API']",1 - 3 Tahun,S1/D4
J-2708,Lowongan Kerja Business & Data Analyst Retail,Data Analytics,PT Jaya Usaha Lestari,"['SQL', 'Tableau', 'Excel']",1 - 3 Tahun,S1/D4
J-2709,Pre-sales Engineer New,Sales & Business Development,PT Sinar Digital Terdepan,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",1 - 3 Tahun,S1/D4
J-2710,Platform Engineer,DevOps & Cloud,Macquarie Group,"['Kubernetes', 'GitHub']",1 - 3 Tahun,S1/D4
J-2711,QA Unit Head,Software Development,PT Alto Network,"['SQL', 'Java', 'API', 'REST API']",> 5 Tahun,S2/S3
J-2712,Presales Service Management (ITIL/ITSM),Sales & Business Development,PT. Berca Hardayaperkasa,"['B2B Sales', 'Solution Selling', 'Presentation', 'System Architecture']",1 - 3 Tahun,S1/D4
J-2713,Senior Data and Security Engineer,Software Development,Macquarie Group,['Troubleshooting'],> 5 Tahun,S1/D4
J-2714,Product Owner (Associate - Senior/Lead Levels),Product Management,PT Dwi Cermat Indonesia,"['Python', 'Java', 'JavaScript', 'PHP', 'Go', 'Ruby', 'Agile']",1 - 3 Tahun,S2/S3
J-2715,Founding Commercial Lead,Software Development,Yasu,"['Go', 'AWS', 'Azure', 'GCP', 'Generative AI']",1 - 3 Tahun,S1/D4
J-2716,Power Trading Software Engineer,Software Development,Macquarie Group,"['Software Development', 'SQL', 'Git', 'API']",> 5 Tahun,S1/D4
J-2717,Founding FinOps Engineer,Software Development,Yasu,"['Prototyping', 'Generative AI']",> 5 Tahun,Bootcamp/Sertifikasi
J-2718,Golang Developer,Software Development,PT Indocyber Global Teknologi,"['SQL', 'Go', 'Docker', 'Kubernetes', 'PostgreSQL', 'MongoDB', 'Redis']",1 - 3 Tahun,S1/D4
J-2719,Product Owner (Associate - Senior/Lead Level Available),Product Management,PT Dwi Cermat Indonesia,"['Python', 'Java', 'JavaScript', 'PHP', 'Go', 'Ruby', 'Agile']",1 - 3 Tahun,S2/S3
J-2720,OCP Engineer,Software Development,"Abhidi Solution (Thai) Co., Ltd.","['Python', 'Linux', 'Kubernetes', 'CI/CD', 'Networking', 'Troubleshooting']",> 5 Tahun,S1/D4
J-2721,Functional Consultant Sr.,Software Development,Mitra Integrasi Informatika,"['Business Analysis', 'Requirements Gathering', 'SQL']",> 5 Tahun,S1/D4
J-2722,Executive | Application Support Engineer,Software Development,Macquarie Group,['Python'],1 - 3 Tahun,S1/D4
J-2723,Middleware Developer - Telecommunication Industry,Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),['API'],1 - 3 Tahun,S1/D4
J-2724,Open Source Engineer,Software Development,NetBird,"['Docker', 'Kubernetes', 'GitHub', 'Networking']",> 5 Tahun,S1/D4
J-2725,[279] QA Automation Engineer (Medior),Software Development,INDICO,"['SQL', 'JavaScript', 'Node.js', 'AWS', 'Azure', 'API', 'Postman', 'Machine Learning', 'Agile', 'QA']",Belum ada pengalaman,S1/D4
J-2726,"Senior Associate, Product",Software Development,PT Sea Group,"['Generative AI', 'LLM', 'Prompt Engineering']",1 - 3 Tahun,S1/D4
J-2727,Performance Engineer - Banking Industry,Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['HTML', 'Azure', 'Docker', 'Kubernetes', 'GitLab', 'CI/CD', 'Jenkins', 'MySQL', 'PostgreSQL', 'Redis', 'Oracle']",1 - 3 Tahun,S1/D4
J-2728,Freelance Teknisi Mesin EDC - Balige,Software Development,PT. Pasifik Cipta Solusi,['Troubleshooting'],1 - 3 Tahun,SMA/SMK
J-2729,Product Manager,Product Management,Pt. Dkatalis Digital Lab,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",> 5 Tahun,S2/S3
J-2730,IT Account Executive,Sales & Business Development,Kodegiri,"['IT Support', 'Troubleshooting', 'Hardware', 'Networking']",3 - 5 Tahun,S1/D4
J-2731,Market Data Engineer,Data Engineering,Macquarie Group,"['Python', 'Linux', 'AWS', 'GCP', 'Docker', 'Networking', 'Routing', 'CCNA']",> 5 Tahun,S1/D4
J-2732,Senior Fraud Tech Engineer,Software Development,Macquarie Group,['API'],> 5 Tahun,S1/D4
J-2733,Technical Lead – Core Banking (Temenos T24),Software Development,PT. SIGMA GLOBAL TEKNOLOGI (SIGMATECH),"['SQL', 'CI/CD', 'Agile', 'QA']",1 - 3 Tahun,S1/D4
J-2734,Senior Ruby on Rails Developer,Web Development,Perusahaan Dirahasiakan,"['JavaScript', 'HTML', 'CSS', 'Ruby', 'React', 'Vue', 'UI/UX', 'Ruby on Rails', 'AWS', 'Git', 'MySQL', 'PostgreSQL', 'MongoDB']",1 - 3 Tahun,S1/D4
J-2735,Senior Business Analyst – People and Culture Transformation,Data Analytics,Macquarie Group,['Agile'],> 5 Tahun,S1/D4
J-2736,Android Developer,Mobile Development,PT Indocyber Global Teknologi,"['Java', 'Kotlin', 'UI/UX', 'Git', 'CI/CD', 'JSON']",1 - 3 Tahun,S1/D4
J-2737,AI & Databricks Engineer – Databricks Experience Required,Software Development,PT Simplify Consulting Indonesia,"['Python', 'SQL', 'AWS', 'Azure', 'GCP', 'Machine Learning', 'LLM', 'Unity']",> 5 Tahun,Bootcamp/Sertifikasi
J-2738,Lowongan Kerja Automation Programmer,Software Development,Mindo Management Solutions,"['Python', 'SQL', 'GitHub']",< 1 Tahun,S1/D4
J-2739,"Transaction Reporting Manager, Controls Business Analyst",Data Analytics,Macquarie Group,"['Business Analysis', 'Requirements Gathering', 'SQL']",3 - 5 Tahun,S2/S3
J-2740,SAP FICO Consultant - Assistant Manager,ERP & Enterprise,Erajaya Group,"['Business Analysis', 'Requirements Gathering', 'SQL']",3 - 5 Tahun,S2/S3
J-2741,Teknisi Mesin EDC - Palopo,Software Development,PT. Pasifik Cipta Solusi,['Troubleshooting'],1 - 3 Tahun,SMA/SMK
J-2742,SAP ABAP,ERP & Enterprise,PT ELISTEC INFORMATIKA UTAMA,"['API', 'REST API']",3 - 5 Tahun,S1/D4
J-2743,Senior Identity Engineer - Automation,Software Development,Macquarie Group,['Azure'],> 5 Tahun,S1/D4
J-2744,PKI Engineer,Software Development,Macquarie Group,"['Linux', 'AWS', 'GCP', 'Kubernetes', 'Cryptography', 'Troubleshooting']",> 5 Tahun,Bootcamp/Sertifikasi
J-2745,Trade Capture Business Analyst,Data Analytics,Macquarie Group,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S1/D4
J-2746,SAP MM/WM Consultant (Talent Pool) - Assistant Manager,ERP & Enterprise,Erajaya Group,"['Business Analysis', 'Requirements Gathering', 'SQL']",3 - 5 Tahun,S2/S3
J-2747,DevOps Engineer - User Access Management,DevOps & Cloud,Macquarie Group,['Java'],> 5 Tahun,S1/D4
J-2748,Senior Game Designer,Game Development,Alegrium,['Go'],3 - 5 Tahun,S1/D4
J-2749,QA Associate Manager,Software Development,PT Alto Network,"['SQL', 'Java', 'API', 'REST API', 'QA']",> 5 Tahun,S2/S3
J-2750,Temenos Core Banking Developer,Software Development,PT Bumi Amartha Teknologi Mandiri,"['Java', 'GitHub', 'API', 'Postman']",1 - 3 Tahun,S1/D4
J-2751,Principal Partner Success Manager (CPM/EPM Software) - France,Software Development,OneStream Software,"['SQL', 'Go', '.NET', 'Azure', 'Oracle']",1 - 3 Tahun,S2/S3
J-2752,COBOL Developer,Software Development,Midas Daya Technology,['Troubleshooting'],1 - 3 Tahun,S1/D4
J-2753,Lowongan Kerja QA Engineering Manager,Quality Assurance,SEVIMA,"['QA', 'Software Testing']",3 - 5 Tahun,S2/S3
J-2754,Cobol Developer AS400 Senior,Software Development,PT Bumi Amartha Teknologi Mandiri,"['Troubleshooting', 'QA']",1 - 3 Tahun,S1/D4
J-2755,SAP Sales & Distribution Consultant (Talent Pool) - Assistant Manager,ERP & Enterprise,Erajaya Group,"['Business Analysis', 'Requirements Gathering', 'SQL']",1 - 3 Tahun,S2/S3
J-2756,Oracle APEX Developer,Software Development,PT SoftwareSeni,"['SQL', 'JavaScript', 'HTML', 'CSS', 'Git', 'CI/CD', 'Oracle', 'Agile']",3 - 5 Tahun,S1/D4
J-2757,Engineering Product Owner - Digital Channels,Product Management,Macquarie Group,"['Project Management', 'Agile', 'Scrum', 'Jira', 'Product Development', 'Roadmap']",> 5 Tahun,S1/D4
J-2758,Director of Funds Management Product,Software Development,Macquarie Group,"['IT Management', 'Leadership', 'Strategic Planning', 'Project Management']",> 5 Tahun,S2/S3
J-2759,Senior Software Development Engineer in Test – Java,Software Development,Macquarie Group,"['Software Development', 'SQL', 'Git', 'API']",> 5 Tahun,S1/D4
J-2760,Security Architect,Software Development,Macquarie Group,"['Kubernetes', 'CI/CD', 'Cyber Security', 'Agile']",> 5 Tahun,Bootcamp/Sertifikasi
J-2761,Security Architect - Secure by Design,Software Development,Macquarie Group,"['AWS', 'Azure', 'GCP']",> 5 Tahun,S2/S3
J-2762,Commercial Lead,Software Development,Shapemaker,['Go'],> 5 Tahun,SMA/SMK
J-2763,Identity Engineer,Software Development,Macquarie Group,"['API', 'Agile']",1 - 3 Tahun,S1/D4
J-2764,Technology Risk Manager,Software Development,Macquarie Group,['Power BI'],> 5 Tahun,S2/S3
J-2765,Post Trade Data Governance & Operations - Senior Manager,Software Development,Macquarie Group,"['Data Analysis', 'Python', 'SQL']",> 5 Tahun,S2/S3
J-2766,"Senior Software Engineer, FX Sales and Trading",Software Development,Macquarie Group,['Agile'],> 5 Tahun,S1/D4
J-2767,Senior SAP Partnership Manager,ERP & Enterprise,ABeam Consulting Indonesia,['Networking'],> 5 Tahun,S2/S3
J-2768,Senior Atoti Engineer,Software Development,Macquarie Group,['Java'],> 5 Tahun,S1/D4
J-2769,Product Manager (Mandarin Speaker),Product Management,PT Apex Nusantara Indo,"['Figma', 'UI/UX', 'Data Analysis', 'Agile', 'QA']",1 - 3 Tahun,S2/S3
J-2770,Senior Data Scientist,Data Science & AI,PT Bizzy Digital,"['Python', 'Machine Learning', 'TensorFlow', 'SQL', 'Pandas']",3 - 5 Tahun,S2/S3
J-2771,AI Engineer,Data Science & AI,PT TCS Indonesia,"['Python', 'Deep Learning', 'PyTorch', 'NLP', 'Git']",1 - 3 Tahun,S1/D4
J-2772,Senior Data Scientist,Data Science & AI,PT IBM Indonesia,"['Python', 'NLP', 'PyTorch', 'Git', 'SQL']",3 - 5 Tahun,S2/S3
J-2773,MLOps Engineer,Data Science & AI,PT Traveloka Indonesia,"['Python', 'Machine Learning', 'TensorFlow', 'SQL', 'Pandas']",1 - 3 Tahun,S1/D4
J-2774,Senior Data Scientist,Data Science & AI,PT Investree Radhika Jaya,"['Python', 'Deep Learning', 'PyTorch', 'NLP', 'Git']",3 - 5 Tahun,S2/S3
J-2775,Research Scientist,Data Science & AI,PT Traveloka Indonesia,"['Python', 'Computer Vision', 'TensorFlow', 'Docker', 'Git']",> 5 Tahun,S2/S3
J-2776,Research Scientist,Data Science & AI,PT Wings Group,"['Python', 'Deep Learning', 'PyTorch', 'NLP', 'Git']",> 5 Tahun,S2/S3
J-2777,AI Engineer,Data Science & AI,PT Bizzy Digital,"['Python', 'LLM', 'Generative AI', 'Prompt Engineering', 'API']",1 - 3 Tahun,S1/D4
J-2778,Data Scientist,Data Science & AI,PT Bank Central Asia Tbk,"['Python', 'MLOps', 'Docker', 'CI/CD', 'Machine Learning']",1 - 3 Tahun,S1/D4
J-2779,MLOps Engineer,Data Science & AI,PT Bizzy Digital,"['Python', 'Machine Learning', 'SQL', 'Tableau', 'Pandas']",1 - 3 Tahun,S1/D4
J-2780,Machine Learning Engineer,Data Science & AI,PT Smartfren Telecom Tbk,"['Python', 'Deep Learning', 'PyTorch', 'NLP', 'Git']",1 - 3 Tahun,S1/D4
J-2781,Senior Data Scientist,Data Science & AI,PT PLN (Persero),"['Python', 'Machine Learning', 'TensorFlow', 'SQL', 'Pandas']",3 - 5 Tahun,S2/S3
J-2782,Senior Data Scientist,Data Science & AI,PT Telkomsel,"['Python', 'Machine Learning', 'SQL', 'Tableau', 'Pandas']",3 - 5 Tahun,S2/S3
J-2783,NLP Engineer,Data Science & AI,PT OVO (Visionet Internasional),"['Python', 'MLOps', 'Docker', 'CI/CD', 'Machine Learning']",3 - 5 Tahun,S2/S3
J-2784,Generative AI Engineer,Data Science & AI,PT DXC Technology Indonesia,"['Python', 'Computer Vision', 'TensorFlow', 'Docker', 'Git']",1 - 3 Tahun,S1/D4
J-2785,MLOps Engineer,Data Science & AI,PT Wahyoo,"['Python', 'Machine Learning', 'TensorFlow', 'SQL', 'Pandas']",1 - 3 Tahun,S1/D4
J-2786,Computer Vision Engineer,Data Science & AI,PT CIMB Niaga Tbk,"['Python', 'Computer Vision', 'TensorFlow', 'Docker', 'Git']",1 - 3 Tahun,S1/D4
J-2787,Senior Data Scientist,Data Science & AI,PT Investree Radhika Jaya,"['Python', 'Machine Learning', 'TensorFlow', 'SQL', 'Pandas']",3 - 5 Tahun,S2/S3
J-2788,NLP Engineer,Data Science & AI,PT Investree Radhika Jaya,"['Python', 'Machine Learning', 'TensorFlow', 'SQL', 'Pandas']",3 - 5 Tahun,S2/S3
J-2789,Senior Data Scientist,Data Science & AI,PT Bizzy Digital,"['Python', 'LLM', 'Generative AI', 'Prompt Engineering', 'API']",3 - 5 Tahun,S2/S3
J-2790,Generative AI Engineer,Data Science & AI,PT Unilever Indonesia Tbk,"['Python', 'NLP', 'PyTorch', 'Git', 'SQL']",1 - 3 Tahun,S1/D4
J-2791,Machine Learning Engineer,Data Science & AI,PT Astra International Tbk,"['Python', 'Machine Learning', 'SQL', 'Tableau', 'Pandas']",1 - 3 Tahun,S1/D4
J-2792,AI Engineer,Data Science & AI,PT Mekari,"['Python', 'NLP', 'PyTorch', 'Git', 'SQL']",1 - 3 Tahun,S1/D4
J-2793,Senior Data Scientist,Data Science & AI,PT Bank Mandiri Tbk,"['Python', 'Computer Vision', 'TensorFlow', 'Docker', 'Git']",3 - 5 Tahun,S2/S3
J-2794,Research Scientist,Data Science & AI,PT Xendit,"['Python', 'NLP', 'PyTorch', 'Git', 'SQL']",> 5 Tahun,S2/S3
J-2795,Penetration Tester,Cyber Security,PT PLN (Persero),"['Security Compliance', 'Networking', 'Linux', 'Cyber Security', 'CCNA']",1 - 3 Tahun,S1/D4
J-2796,Security Engineer,Cyber Security,PT Modalku Fintek Indonesia,"['Penetration Testing', 'Python', 'Kali Linux', 'Cryptography', 'Git']",3 - 5 Tahun,S1/D4
J-2797,Senior Security Engineer,Cyber Security,PT Blibli.com,"['Cyber Security', 'Penetration Testing', 'Kali Linux', 'Python', 'Cryptography']",3 - 5 Tahun,S2/S3
J-2798,Penetration Tester,Cyber Security,PT Telkom Indonesia Tbk,"['Penetration Testing', 'Kali Linux', 'Networking', 'Python', 'Security Compliance']",1 - 3 Tahun,S1/D4
J-2799,SOC Analyst,Cyber Security,PT Tiket.com,"['Cyber Security', 'Penetration Testing', 'Kali Linux', 'Python', 'Cryptography']",1 - 3 Tahun,S1/D4
J-2800,Penetration Tester,Cyber Security,PT Telkom Indonesia Tbk,"['Penetration Testing', 'Python', 'Kali Linux', 'Cryptography', 'Git']",1 - 3 Tahun,S1/D4
J-2801,Penetration Tester,Cyber Security,PT Sinarmas Group,"['Security Compliance', 'Networking', 'Linux', 'Cyber Security', 'CCNA']",1 - 3 Tahun,S1/D4
J-2802,Senior Security Engineer,Cyber Security,PT NTT Indonesia,"['Security Compliance', 'Networking', 'Linux', 'Cyber Security', 'CCNA']",3 - 5 Tahun,S2/S3
J-2803,Security Engineer,Cyber Security,PT Xendit,"['Cyber Security', 'Linux', 'Networking', 'Security Compliance', 'CCNA']",3 - 5 Tahun,S1/D4
J-2804,Senior Security Engineer,Cyber Security,PT Jurnal Indonesia,"['Penetration Testing', 'Python', 'Kali Linux', 'Cryptography', 'Git']",3 - 5 Tahun,S2/S3
J-2805,Senior Security Engineer,Cyber Security,PT Kalbe Farma Tbk,"['Penetration Testing', 'Python', 'Kali Linux', 'Cryptography', 'Git']",3 - 5 Tahun,S2/S3
J-2806,Information Security Analyst,Cyber Security,PT Unilever Indonesia Tbk,"['Security Compliance', 'Networking', 'Linux', 'Cyber Security', 'CCNA']",1 - 3 Tahun,S1/D4
J-2807,Penetration Tester,Cyber Security,PT Zalora Indonesia,"['Cyber Security', 'Linux', 'Networking', 'Security Compliance', 'CCNA']",1 - 3 Tahun,S1/D4
J-2808,SOC Analyst,Cyber Security,PT Dana Indonesia,"['Penetration Testing', 'Kali Linux', 'Networking', 'Python', 'Security Compliance']",1 - 3 Tahun,S1/D4
J-2809,Cyber Security Analyst,Cyber Security,PT Bank Central Asia Tbk,"['Cyber Security', 'Linux', 'Networking', 'Security Compliance', 'CCNA']",1 - 3 Tahun,S1/D4
J-2810,Senior Security Engineer,Cyber Security,PT Tiket.com,"['Security Compliance', 'Networking', 'Linux', 'Cyber Security', 'CCNA']",3 - 5 Tahun,S2/S3
J-2811,SOC Analyst,Cyber Security,PT Zenius Education,"['Security Compliance', 'Networking', 'Linux', 'Cyber Security', 'CCNA']",1 - 3 Tahun,S1/D4
J-2812,Information Security Analyst,Cyber Security,PT Tokopedia,"['Cyber Security', 'Penetration Testing', 'Kali Linux', 'Python', 'Cryptography']",1 - 3 Tahun,S1/D4
